word,meaning,word_type,last_sound,can_combine
ರಾಜ್ಞುಪದೇಶ,Rajnupedesh,noun,ಶ,no
ನಿರುಪದೇಶ,Disadvantage,noun,ಶ,no
ಪ್ರಭು,lord,prefix,ು,yes
ಇತ್ಯುಪದೇಶ,This sermon,noun,ಶ,no
ಸರಸೋಷಠ,Sarasoshatha,noun,ಠ,no
ಪಟ್ಟಣ,the town,noun,ಣ,yes
ಉಪಕಾರ,a favor,noun,ರ,yes
ಯಜಮಾನುಪದೇಶ,Yajamanupeda,noun,ಶ,no
ವಿದ್ವಾನ್,scholar,prefix,್,yes
ಸಂತಾಲಯ,Santalaya,prefix,ಯ,yes
ಜಿನಾಲಯ,Jinalaya,noun,ಯ,yes
ಅಭೀಶ,Abhish,prefix,ಶ,yes
ಯೋಗಿಯಾಲಯ,Yogi Hall,noun,ಯ,yes
ದುರಯನ,durayana,prefix,ನ,yes
ಉದ್,Ex,noun,್,no
ವೀರುವಂಗಡಿ,Viruvangadi,noun,ಿ,no
ದುಃಖ,sadness,prefix,ಖ,yes
ಭಗವತ್,Bhagwat,noun,್,no
ಅಪ್ಯೇಕ,Independent,prefix,ಕ,yes
ಉತ್ತಮ,better,noun,ಮ,yes
ಅನ್ವಿಷ್ಟ,Unexpected,prefix,ಟ,yes
ಗಣೌಂಕಾರ,Numerology,noun,ರ,yes
ಧಾತ್ರೀ,Dhatri,noun,ೀ,no
ಪಾದಾಲಯ,Padalaya,noun,ಯ,yes
ವಿಯಾಪ,विवाप,prefix,ಪ,yes
ಹಳಿ,rail,noun,ಿ,no
ಕುಡಿಕ,drinker,noun,ಕ,yes
ಅವಯನ,Avayana,prefix,ನ,yes
ಅಭಿ,Abhi,prefix,ಿ,yes
ಅನುದಿನ,every day,prefix,ನ,yes
ಸಮಿದಧ್ಯಕ್ಷ,Chairman,noun,ಷ,no
ಛದೀಶ,The intersection,noun,ಶ,no
ಉಪ,Sub,prefix,ಪ,yes
ಪಂಡಿತ್,Pandit,noun,್,no
ಕೌ,Cow,noun,ೌ,no
ವಿಷ್ಣು,Vishnu,prefix,ು,yes
ಓಷಠೀಶ,Oshatheesh,noun,ಶ,no
ಉದಯ,the rise,noun,ಯ,yes
ಪವಿತ್ರಾಲಯ,sanctum sanctorum,noun,ಯ,yes
ಕೃಪೆಯನುಗ್ರಹ,grace,noun,ಹ,no
ಆತ್ಮಾಲಯ,soul,noun,ಯ,yes
ಗುರುನಾನಗಾಲಯ,Gurunangalaya,noun,ಯ,yes
ಅಪಿ,Ap,prefix,ಿ,yes
ಅಲಮಾರು,cupboards,prefix,ು,yes
ಮನಸುಪದೇಶ,Exhortation,noun,ಶ,no
ಹರೀಂದ್ರ,Harindra,noun,ರ,yes
ರಾಜೋಷಠ,Rajoshatha,noun,ಠ,no
ಪರಮ,supreme,noun,ಮ,yes
ಶ್ರೀ,Mr,noun,ೀ,no
ಪುಣ್ಯಾಲಯ,The temple,noun,ಯ,yes
ವಾರಿ,Vari,noun,ಿ,no
ವೀರೂತ್ತಮ,heroic,noun,ಮ,yes
ಶಿಕ್ಷಕ,the teacher,noun,ಕ,yes
ಸರಸ್ವತೀ,Saraswati,noun,ೀ,no
ಮುನಿಯಾಲಯ,Muniyalaya,noun,ಯ,yes
ಅನ್ವೋಷಠ,Anvoshatha,prefix,ಠ,yes
ಲಗ್ನ,Lagna,noun,ನ,yes
ಸರಸ್ವತ್ಯಾಲಯ,University,noun,ಯ,yes
ಮಾನ,value,noun,ನ,yes
ತಪಸಾಲಯ,investigation,noun,ಯ,yes
ಕಲ್ಪ,idea,noun,ಪ,yes
ಅಪ್ಯಕ್ಷ,the applicant,prefix,ಷ,yes
ಆತ್ಮನ್,Atman,noun,್,no
ಪ್ರತಿ,Each,prefix,ಿ,yes
ಹಳ್ಳಿ,the village,noun,ಿ,no
ಸಮಾಚಾರ,the news,noun,ರ,yes
ರಾಜನ್,Rajan,noun,್,no
ರಾಜ್ಞೇಕ,Diplomat,noun,ಕ,yes
ಪುತ್ರ್ಯಾಲಯ,Putryalaya,noun,ಯ,yes
ವಹೀಶ,whore,noun,ಶ,no
ಸು,Su,prefix,ು,yes
ವಿಯುಪದೇಶ,Viupadesha,prefix,ಶ,yes
ಪ್ರಾಪ,Prop,prefix,ಪ,yes
ಕಾಳಿಯಾಲಯ,Kaliyalaya,noun,ಯ,yes
ಮಾಲೇ,malay,noun,ೇ,no
ಕೃಪೆ,grace,noun,ೆ,no
ಸುಬ್ರಹ್ಮಣ್ಯಾಲಯ,Subrahmanyalaya,prefix,ಯ,yes
ಚಯ,tea,noun,ಯ,yes
ಸಮುದ್ಧಾರ,peace,noun,ರ,yes
ಮನಸೋಷಠ,Mindfulness,noun,ಠ,no
ಮಹರ್ಷಿ,Maharshi,noun,ಿ,no
ರಕ್ಷಣ,defense,noun,ಣ,yes
ಪ್ರವಾಹ,flood,prefix,ಹ,yes
ಅಂಬಾಲಯ,Ambalaya,prefix,ಯ,yes
ಛದೋಷಠ,Chhadoshatha,noun,ಠ,no
ಭವಾನೀ,Emotional,noun,ೀ,no
ಅಪ್ಯುಪದೇಶ,A sermon,prefix,ಶ,yes
ಪರಮೇಶ್ವರಾಲಯ,Parameshwaralaya,noun,ಯ,yes
ಪ್ರಭೂತ್ತರ,Prabhut's,prefix,ರ,yes
ಅಜುಪದೇಶ,Ajupadesha,prefix,ಶ,yes
ಜೀವ,life,noun,ವ,yes
ಸುಂದರ,beautiful,prefix,ರ,yes
ಋಷಿಯಾಲಯ,sage house,noun,ಯ,yes
ನೇತ್ರ,the eye,noun,ರ,yes
ಜಗದುಪದೇಶ,Jagdupadesha,noun,ಶ,no
ಅಧ್ಯಕ್ಷ,President,prefix,ಷ,yes
ಮಿತ್ರೌಷಠ,friendship,noun,ಠ,no
ಪ್ರತ್ಯುತ್ತರ,Reply,prefix,ರ,yes
ಜಗದೀಶ,world map,noun,ಶ,no
ಮಹಾವೀರಾಲಯ,Mahaviralaya,prefix,ಯ,yes
ಆತ್ಮನೇಕ,Atmaneka,noun,ಕ,yes
ಅಡ್ಡ,across,prefix,ಡ,yes
ಸಂತ,saint,prefix,ತ,yes
ಉದಕ,Udaka,noun,ಕ,yes
ಹಸ್ತಾಲಯ,Workshop,noun,ಯ,yes
ಅಕ್ಷ,the axis,prefix,ಷ,yes
ಕರ್ಣ,Diagonal,noun,ಣ,yes
ಸ್ನೇಹಿತಾಲಯ,friend's house,noun,ಯ,yes
ಪುಸ್ತಕಾಲಯ,Bookstore,noun,ಯ,yes
ಪರ್ಯಯನ,Substitution,noun,ನ,yes
ಅನ್ವೇಕ,awareness,prefix,ಕ,yes
ಓಷಧಿ,medicine,noun,ಿ,no
ಶಾಂತ,quiet,noun,ತ,yes
ರಾಜ್ಞೋಷಠ,Rajnoshatha,noun,ಠ,no
ನಿರಯನ,Nirayana,noun,ನ,yes
ದುರ್,Dur,prefix,್,yes
ಮನೆ,house,noun,ೆ,no
ಸುರೀಶ,Suresh,prefix,ಶ,yes
ತಪಸೇಕ,penance,noun,ಕ,yes
ಗಂಗೋದಕ,The Ganges,noun,ಕ,yes
ಉತ್ತರ,Answer,noun,ರ,yes
ಅಪ್ಯೋಷಠ,Apyosatha,prefix,ಠ,yes
ಉಪಾಸನೆ,worship,prefix,ೆ,yes
ಮಹಾಲಯ,Mahalaya,prefix,ಯ,yes
ಧೀರ,brave,noun,ರ,yes
ಮಾತಾ,mother,noun,ಾ,no
ಸಮೋಷಠ,Samoshatha,noun,ಠ,no
ವಿಯೋಷಠ,Viyoshatha,prefix,ಠ,yes
ತಾಪಸಿ,penance,noun,ಿ,no
ಶ್ವ,Sh,noun,ವ,yes
ಆಪ,you,noun,ಪ,yes
ನ್ಯಾಸ,Nyasa,noun,ಸ,no
ಈಶ್ವರ,Ishwara,noun,ರ,yes
ಉಪೇಶ,Upesh,prefix,ಶ,yes
ಮಹಾತ್ಮ,Mahatma,prefix,ಮ,yes
ದುರೋಷಠ,Duroshatha,prefix,ಠ,yes
ಪಟ್ಟಣಾಲಯ,town hall,noun,ಯ,yes
ಭವ್ಯಾಲಯ,temple,noun,ಯ,yes
ಹಳ್ಳಿಯಾಲಯ,village hall,noun,ಯ,yes
ಆಲಯ,the temple,noun,ಯ,yes
ಗವೀಂದ್ರ,Gavindra,noun,ರ,yes
ಅಧೀಶ,Adheesh,prefix,ಶ,yes
ಸ್ವೋಷಠ,self-restraint,noun,ಠ,no
ಶಕ್ತಿಯಾಲಯ,power house,noun,ಯ,yes
ಗವೋಷಠ,वोशाथ,noun,ಠ,no
ಕುಡಿಗಾಲಯ,Kindergarten,noun,ಯ,yes
ಪ್ರತ್ಯೋಷಠ,Pratyoshatha,prefix,ಠ,yes
ಪತ್ನೀ,the wife,noun,ೀ,no
ಅನ್ವುಪದೇಶ,Anvupadesha,prefix,ಶ,yes
ಮಹೋದಯ,Sir,noun,ಯ,yes
ಉದೋಷಠ,Udoshatha,noun,ಠ,no
ಪಾರ್ಶ್ವ,lateral,noun,ವ,yes
ಶೂರಾಲಯ,Shuralaya,noun,ಯ,yes
ಪಿತಾಲಯ,Pitalaya,noun,ಯ,yes
ಯಜಮಾನ್,the master,noun,್,no
ಪರ್ಯಾವರಣ,Environment,noun,ಣ,yes
ಗುರುವಾಲಯ,Guruvalaya,noun,ಯ,yes
ಏಕತೆ,unity,noun,ೆ,no
ಅಭ್ಯುಪದೇಶ,Abhyupadesha,prefix,ಶ,yes
ಅಸ್ತಾಪ,Astapa,prefix,ಪ,yes
ಮಹದಾಲಯ,Mahadalaya,noun,ಯ,yes
ತಪ,asceticism,noun,ಪ,yes
ಅಜೀಶ,Azeesh,prefix,ಶ,yes
ಕೌವಂಗಡಿ,Cow shop,noun,ಿ,no
ಮಹಾ,great,prefix,ಾ,yes
ರಾಮಾಲಯ,Ramalaya,noun,ಯ,yes
ಶಿವ,Shiva,noun,ವ,yes
ಮಾಲ್ಯಂಗಡಿ,Malyangadi,noun,ಿ,no
ತಪಸ್,Tapas,noun,್,no
ಪ್ರತ್ಯುದ್ಧಾರ,Answer,prefix,ರ,yes
ಬಂಧುವಾಲಯ,Bandhualaya,noun,ಯ,yes
ಏಕ,Single,noun,ಕ,yes
ಈಶ್ವರಾಲಯ,Temple,noun,ಯ,yes
ಮಧ್ಯಾಲಯ,Madhya Pradesh,noun,ಯ,yes
ಅಪ್ಯಾಪ,Appapa,prefix,ಪ,yes
ಸನ್ಯಾಸಿಯಾಲಯ,Monastery,noun,ಯ,yes
ರಾಜ್ಞೀಶ,Rajneesh,noun,ಶ,no
ಮನಸಾಲಯ,Mind,noun,ಯ,yes
ಹೃದಯ,the heart,noun,ಯ,yes
ನಿರಾಪ,Farewell,noun,ಪ,yes
ಶಿವಾಲಯ,Shivalaya,noun,ಯ,yes
ಸುರೇಕ,Sureka,prefix,ಕ,yes
ಶಬ್ದಕ,Vocabulary,noun,ಕ,yes
ಸ್ನೇಹಿತ,a friend,noun,ತ,yes
ದಿವೋಷಠ,Divosatha,noun,ಠ,no
ಇಲ್ಲೆ,here,noun,ೆ,no
ಸ್ನೇಹೌಷಠ,friendship,noun,ಠ,no
ಭಗವಂತ್,Bhagwant,noun,್,no
ಅನುಗ್ರಹ,grace,prefix,ಹ,yes
ದಿವ್ಯ,Divya,noun,ಯ,yes
ಶಕ್ತಿ,strength,noun,ಿ,no
ಅಧಿ,Adhi,prefix,ಿ,yes
ಅನುಭವ,experience,prefix,ವ,yes
ನಿಯೋಷಠ,Neyoshat,noun,ಠ,no
ಜಗನ್ನಾಥ,Jagannath,noun,ಥ,no
ವಿ,V,prefix,ಿ,yes
ಅನ್ವಯನ,of application,prefix,ನ,yes
ಭಗವಾನ್,Lord,noun,್,no
ಪರ್ಯೇಕ,separately,noun,ಕ,yes
ರಾಮ,Rama,noun,ಮ,yes
ಮನಸೇಕ,mind,noun,ಕ,yes
ಜಗದೇಕ,Jagadeka,noun,ಕ,yes
ಅನ್ವಾಜ್ಞೆ,Proclamation,prefix,ೆ,yes
ವನ,Forest,noun,ನ,yes
ಅವೋಪದೇಶ,Avopadesh,prefix,ಶ,yes
ಆಜ್ಞೆ,the command,noun,ೆ,no
ಅಂಬಾ,Amba,prefix,ಾ,yes
ಕವೀಶ್ವರ,Poet,noun,ರ,yes
ವಚನುಪದೇಶ,sermon,noun,ಶ,no
ಗಂಗಾ,Ganges,noun,ಾ,no
ಶ್ರೇಶ,Shresh,noun,ಶ,no
ಸಂರಕ್ಷಣ,protection,prefix,ಣ,yes
ಶಿಕ್ಷಗುಪದೇಶ,Punishment,noun,ಶ,no
ಗ್ರಂಥ,scripture,noun,ಥ,no
ಅರ್ಥ,meaning,prefix,ಥ,yes
ಓಂಕಾರ,Omkara,noun,ರ,yes
ಯಜಮಾನೀಶ,Yajamaneesh,noun,ಶ,no
ಯಜಮಾನೋಷಠ,Yajamanoshatha,noun,ಠ,no
ಚಂದ್ರ,the moon,noun,ರ,yes
ವಿಯೇಶ,Vyesh,prefix,ಶ,yes
ವಿದ್ಯಾರ್ಥಿಯಲಮಾರು,Students,prefix,ು,yes
ಸನ್ಯಾಸಿ,a monk,noun,ಿ,no
ಬಂಧು,relative,noun,ು,no
ಪುಣ್ಯ,virtue,noun,ಯ,yes
ಅಸ್ತೋಷಠ,happy,prefix,ಠ,yes
ಅಲಯ,the temple,prefix,ಯ,yes
ಅಭ್ಯೇಕ,Abheka,prefix,ಕ,yes
ಅತೀಷಠ,Transcendence,prefix,ಠ,yes
ಮಹೈಕ್ಯ,greatness,noun,ಯ,yes
ಪಾರ್ವತ್ಯಾಲಯ,Park,noun,ಯ,yes
ವಾಗುಪದೇಶ,speech,noun,ಶ,no
ಸುರೋಷಠ,Sureshatha,prefix,ಠ,yes
ಪ್ರೋಷಠ,Proshat,prefix,ಠ,yes
ಸಂಸ್ಕೃತಾಧ್ಯಯನ,Sanskrit studies,prefix,ನ,yes
ಅವೋಷಠ,Aoshatha,prefix,ಠ,yes
ಅತೀಪದೇಶ,mysticism,prefix,ಶ,yes
ಅತಿಯಾಪ,excess,prefix,ಪ,yes
ಸರಸಾಲಯ,Sarasalaya,noun,ಯ,yes
ಸ್ವೇಕ,self,noun,ಕ,yes
ಪವಿತ್ರ,sacred,noun,ರ,yes
ಪ್ರೇಕ,Preca,prefix,ಕ,yes
ಶ್ವೋಷಠ,Self-confidence,noun,ಠ,no
ರಾಜನೀಶ,Rajneesh,noun,ಶ,no
ಬುದ್ಧ,Buddha,noun,ಧ,no
ಸ್ವಯನ,self,noun,ನ,yes
ತಪಸುಪದೇಶ,penance,noun,ಶ,no
ನಗರಾಲಯ,City Hall,noun,ಯ,yes
ಮಧುರಾಲಯ,Madhuralaya,noun,ಯ,yes
ಮಹ್ಯೋಷಠ,Mahyoshat,noun,ಠ,no
ಉದೀಶ,Udeesh,noun,ಶ,no
ಕಾವ್ಯ,Poetry,noun,ಯ,yes
ಗೈಯಂಗುಲ,Gayangula,noun,ಲ,yes
ವಿದ್ಯುದಾಲಯ,University,prefix,ಯ,yes
ದೂರ,distance,noun,ರ,yes
ಗಿರ್ಯೋಷಠ,Giryoshatha,noun,ಠ,no
ಪರ್ಯೋಷಠ,Paryoshatha,noun,ಠ,no
ಅಭ್ಯೋಷಠ,Abhyoshatha,prefix,ಠ,yes
ದುರಾಪ,A shame,prefix,ಪ,yes
ದಿವ್,Div,noun,್,no
ಭಗಿನೀ,sister,noun,ೀ,no
ಕೀರ್ತಿಯನುದಿನ,glory day,noun,ನ,yes
ಉದೇಕ,excitement,noun,ಕ,yes
ಕಾಳೀ,Kali,noun,ೀ,no
ಸಂಬಂಧೀ,relative,prefix,ೀ,yes
ಉಪೇಕ,Upeka,prefix,ಕ,yes
ಕರ್ಣಾಲಯ,Karnalaya,noun,ಯ,yes
ಭಗಿನ್ಯಾಲಯ,Bhaginyalaya,noun,ಯ,yes
ಅಜಾಲಯ,Azalea,prefix,ಯ,yes
ಛದೇಕ,intersection,noun,ಕ,yes
ಯಜಮಾನಾಲಯ,Master bedroom,noun,ಯ,yes
ನಿರೋಷಠ,Rest assured,noun,ಠ,no
ಸ್ವಾಪ,Swapa,noun,ಪ,yes
ಸರಸೀಶ,Sarseesh,noun,ಶ,no
ಭಗವದಾಲಯ,Bhagavadalaya,noun,ಯ,yes
ರಾಜನುಪದೇಶ,Rajanupadesh,noun,ಶ,no
ಸಹೋದರಾಲಯ,sisterhood,noun,ಯ,yes
ಅವೇಕ,careless,prefix,ಕ,yes
ಇನ್,In,noun,್,no
ಜಗದರ್ಥ,the meaning of the world,noun,ಥ,no
ಉಪೋಪದೇಶ,Sermon,prefix,ಶ,yes
ಅತೀಕ,Transcendence,prefix,ಕ,yes
ಪರ್ಯುಪಾಸನೆ,Paryupasane,noun,ೆ,no
ಓಪದೇಶ,Sermon,noun,ಶ,no
ಅಶ್ವೋಷಠ,Ashwagandha,prefix,ಠ,yes
ಕವಿಯಲಯ,poetry hall,noun,ಯ,yes
ಅಡ್ಡಾಲಯ,Hall,prefix,ಯ,yes
ವಚನೋಷಠ,Vocabulary,noun,ಠ,no
ಇತಿ,limit,noun,ಿ,no
ಸಜ್ಜೀವ,alive,noun,ವ,yes
ಆವರಣ,enclosure,noun,ಣ,yes
ವಾಗೇಕ,for sale,noun,ಕ,yes
ನಿರ್,Nir,noun,್,no
ಯೋಗಿ,Yogi,noun,ಿ,no
ಪುತ್ರ,son,noun,ರ,yes
ವಿದ್ಯಾರ್ಥೀನ್,Vidyartheen,prefix,್,yes
ಮುನಿ,Muni,noun,ಿ,no
ಮನಸೀಶ,mind,noun,ಶ,no
ಆತ್ಮನಾಲಯ,Atmanala,noun,ಯ,yes
ಗಂಗಾಲಯ,Gangalaya,noun,ಯ,yes
ಉಪೋಷಠ,Uposhita,prefix,ಠ,yes
ಸ್ನೇಹ,friendship,noun,ಹ,no
ದೇವಾಸುರ,Devasura,noun,ರ,yes
ದಿವ್ಯಾಲಯ,temple,noun,ಯ,yes
ದೇವ,god,noun,ವ,yes
ನಾವೋಷಠ,Let's be careful,noun,ಠ,no
ಕಾವ್ಯಾರ್ಥ,Poetry,noun,ಥ,no
ರಾಜ,king,noun,ಜ,no
ಗಣ,Gana,noun,ಣ,yes
ವನೌಷಧಿ,herbal medicine,noun,ಿ,no
ಛದಾಲಯ,The mortuary,noun,ಯ,yes
ಓಷಠೋಪದೇಶ,Oshathopadesh,noun,ಶ,no
ಆಯನ,Ayana,noun,ನ,yes
ಪರಮಾದಿಲಾಖೆ,Paramadilakhe,noun,ೆ,no
ಸಖ್ಯೋಷಠ,Sakhyoshatha,noun,ಠ,no
ಓಷಠೋಷಠ,Oshathoshatha,noun,ಠ,no
ಇತ್ಯೇಕ,Moreover,noun,ಕ,yes
ದ್ಯವೋಷಠ,dyavoshatha,noun,ಠ,no
ಅವತಾರ,Avatar,prefix,ರ,yes
ಪುಸ್ತಗಲಯ,library,noun,ಯ,yes
ಸತ್,Sat,noun,್,no
ಭವಾನ್ಯಾಲಯ,Temple,noun,ಯ,yes
ಪಾರ್ಶ್ವಾಲಯ,Parswalaya,noun,ಯ,yes
ಸಮರ್ಥ,competent,noun,ಥ,no
ಪ್ಲು,Pl,noun,ು,no
ಸೋದರಾಲಯ,Fraternity,noun,ಯ,yes
ದೇವಿ,Goddess,noun,ಿ,no
ಶೂರ,brave,noun,ರ,yes
ಇಷ್ಟ,like,noun,ಟ,no
ಸಂತುಲ್ಯ,the balance,prefix,ಯ,yes
ಗೋಯಶ್ವ,Goyashva,noun,ವ,yes
ದೂರಾಲಯ,A television station,noun,ಯ,yes
ವಚನೇಕ,Vachaneka,noun,ಕ,yes
ಅತಿಯನ,too much,prefix,ನ,yes
ಅನು,Anu,prefix,ು,yes
ಸುಖ,happiness,prefix,ಖ,yes
ಅಂಗಳ,yard,prefix,ಳ,yes
ಮನೆಕೆಲಸ,homework,noun,ಸ,no
ಸಂಚಯ,Accumulation,prefix,ಯ,yes
ಸೋದರ,brother,noun,ರ,yes
ಅಭ್ಯಾಪ,lecture,prefix,ಪ,yes
ಆಚಾರ,ritual,noun,ರ,yes
ಮನ,the mind,noun,ನ,yes
ಸಾಧು,Sadhu,noun,ು,no
ಮನೆಯಂಗಳ,household,noun,ಳ,no
